#	Summary: Metal Binding Proteins above treshold of 0.5

#	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn

#	1268	348	390	820	886	1584	712	921	766	1623

ID	MetalBinding	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn
6JX9_A	0.4	0.07	1.0	0.32	1.0	0.63	0.1	0.29	0.22	0.84	0.37

6JZB_A	0.72	0.23	0.4	0.29	0.18	0.5	0.38	0.32	0.41	0.33	0.49

6K0K_A	0.4	0.01	0.1	0.0	0.0	0.99	0.64	1.0	0.52	0.12	0.15

6K0K_C	0.4	0.0	0.1	0.0	0.0	0.99	0.64	1.0	0.51	0.11	0.15

6K1F_A	0.44	0.43	0.37	0.14	0.59	0.41	0.49	0.73	0.34	0.18	0.44

6K20_A	0.38	0.52	0.37	0.08	0.13	0.46	0.49	0.57	0.48	0.37	0.32

6K2K_A	1.0	0.01	0.17	0.23	0.0	0.33	0.05	0.02	0.45	0.19	0.89

6K33_AL	0.21	0.5	0.32	0.13	0.35	0.26	0.52	0.26	0.27	0.32	0.2

6K5K_B	0.35	0.52	0.47	0.18	0.53	0.46	0.29	0.4	0.42	0.5	0.29

6K5K_C	0.35	0.52	0.47	0.18	0.53	0.46	0.29	0.4	0.42	0.5	0.29

6K5L_A	0.38	0.3	0.42	0.28	0.24	0.36	0.38	0.39	0.49	0.4	0.42

6K5L_B	0.38	0.29	0.42	0.27	0.24	0.35	0.37	0.39	0.49	0.4	0.41

6K8K_A	0.4	0.5	0.34	0.26	0.62	0.52	0.38	0.6	0.56	0.69	0.37

6K8K_D	0.53	0.43	0.28	0.34	0.62	0.56	0.35	0.65	0.52	0.36	0.47

6K8K_G	0.4	0.49	0.33	0.26	0.62	0.53	0.37	0.6	0.56	0.68	0.38

6K8P_A	0.35	0.52	0.47	0.18	0.53	0.46	0.29	0.4	0.42	0.5	0.29

6KCZ_A	0.99	0.06	0.7	0.33	0.82	0.08	0.27	0.08	0.43	0.63	0.83

6KDJ_A	0.4	0.43	0.06	0.0	0.0	0.48	0.74	0.97	0.15	0.0	0.22

6KG2_A	0.36	0.6	0.47	0.25	0.39	0.44	0.34	0.46	0.45	0.34	0.24

6KG2_B	0.36	0.6	0.47	0.24	0.39	0.45	0.34	0.46	0.45	0.34	0.24

6KG9_A	0.29	0.61	0.31	0.06	0.0	0.29	0.55	0.48	0.38	0.23	0.24

6KGV_A	0.42	0.48	0.6	1.0	0.59	0.36	0.53	0.55	0.41	0.42	0.45

6KMW_AL	0.13	0.26	0.17	0.01	0.01	0.13	0.56	0.03	0.04	0.32	0.03

6KMX_AL	0.27	0.19	0.38	0.21	0.17	0.35	0.53	0.44	0.26	0.36	0.33

6KQF_B	0.4	0.0	0.02	0.0	0.0	0.29	0.68	0.0	0.21	0.01	0.09

6KQF_F	0.4	0.44	0.08	0.0	0.0	0.18	0.66	0.3	0.31	0.01	0.24

6KQG_F	0.4	0.44	0.09	0.0	0.0	0.18	0.65	0.32	0.32	0.02	0.24

6KVW_A	0.4	0.61	0.42	0.84	0.22	0.42	0.26	0.5	0.47	0.33	0.41

6KVY_A	0.4	0.61	0.41	0.85	0.22	0.42	0.27	0.49	0.47	0.31	0.41

6KVZ_A	0.4	0.61	0.42	0.85	0.22	0.43	0.26	0.49	0.47	0.32	0.41

6KW0_A	0.4	0.61	0.42	0.84	0.21	0.42	0.25	0.5	0.47	0.34	0.41

6KW6_A	0.64	0.19	0.17	0.34	0.08	0.23	0.53	0.04	0.41	0.56	0.53

6L1Q_A	0.27	0.42	0.35	0.14	0.02	0.39	0.22	0.09	0.32	0.41	0.38

6L2J_A	0.4	0.75	0.72	0.01	0.85	0.78	0.7	0.09	0.34	0.0	0.39

6L3U_A	0.4	0.63	0.41	0.25	0.4	0.44	0.25	0.19	0.43	0.3	0.42

6L46_A	0.4	0.14	0.96	1.0	0.0	0.2	0.0	0.0	0.43	0.48	0.61

6L4N_A	0.18	0.34	0.15	0.05	0.01	0.1	0.34	0.02	0.07	0.37	0.13

6L65_A	0.82	0.35	0.2	0.2	0.25	0.47	0.48	0.02	0.45	0.51	0.59

6L66_A	0.88	0.37	0.11	0.15	0.16	0.33	0.5	0.0	0.46	0.33	0.75

6L6W_A	0.38	0.48	0.58	0.38	0.12	0.7	0.31	0.49	0.36	0.26	0.37

6L72_A	0.88	0.37	0.11	0.15	0.16	0.33	0.5	0.0	0.46	0.33	0.75

6L7D_A	0.42	0.37	0.35	0.02	0.04	0.32	0.68	0.45	0.46	0.02	0.49

6L7X_A	0.17	0.1	0.13	0.01	0.03	0.07	0.24	0.02	0.24	0.33	0.22

6L86_A	0.4	0.22	0.26	0.19	0.01	0.77	0.59	0.16	0.39	0.37	0.44

6L86_B	0.4	0.22	0.26	0.18	0.01	0.78	0.59	0.16	0.38	0.37	0.44

6L86_C	0.4	0.23	0.26	0.18	0.01	0.78	0.59	0.16	0.39	0.37	0.44

6L86_D	0.4	0.22	0.26	0.2	0.05	0.78	0.59	0.18	0.39	0.34	0.44

6L99_A	0.95	0.1	0.21	0.27	0.17	0.29	0.34	0.04	0.47	0.3	0.79

6L9T_A	0.4	0.75	0.73	0.01	0.85	0.83	0.69	0.09	0.31	0.0	0.37

6L9Z_N	0.36	0.0	0.47	0.0	0.31	0.06	0.0	0.7	0.3	0.18	0.27

6LBM_C	0.31	0.08	0.29	0.12	0.0	0.44	0.51	0.07	0.07	0.39	0.42

6LDE_A	0.81	0.41	0.56	0.51	0.77	0.14	0.3	0.05	0.46	0.53	0.66

6LDF_A	0.81	0.41	0.56	0.51	0.77	0.14	0.3	0.05	0.46	0.53	0.66

6LDG_A	0.81	0.41	0.56	0.51	0.77	0.14	0.3	0.05	0.46	0.53	0.66

6LHD_A	1.0	0.0	0.0	0.02	0.0	0.1	0.21	0.0	0.55	0.02	1.0

6LHD_B	1.0	0.0	0.0	0.02	0.0	0.1	0.2	0.0	0.55	0.02	1.0

6LK4_A	0.4	0.54	0.42	0.06	0.69	0.96	0.43	0.44	0.52	0.94	0.34

6LN0_A	0.29	0.32	0.36	0.15	0.3	0.52	0.37	0.16	0.47	0.54	0.35

6LRM_B	0.99	0.22	0.0	0.0	0.0	0.0	0.88	0.0	0.56	0.0	0.98

6LSV_A	0.26	0.59	0.43	0.18	0.29	0.35	0.35	0.28	0.4	0.25	0.22

6LXT_E	0.22	0.14	0.43	0.04	0.02	0.16	0.19	0.08	0.55	0.41	0.11

6LXV_A	0.4	0.71	0.43	0.36	0.06	0.5	0.54	0.38	0.59	0.06	0.28

6LXX_A	0.38	0.15	0.35	0.02	0.61	0.34	0.09	0.4	0.33	0.5	0.4

6LZB_A	0.4	0.0	1.0	0.07	0.0	1.0	0.0	0.93	0.79	0.15	0.0

6LZQ_A	0.37	0.51	0.32	0.13	0.15	0.33	0.55	0.5	0.57	0.41	0.24

6LZT_A	0.37	0.51	0.33	0.12	0.15	0.33	0.55	0.5	0.57	0.42	0.23

6LZU_A	0.36	0.53	0.33	0.14	0.19	0.31	0.51	0.53	0.56	0.48	0.22

6LZV_A	0.37	0.51	0.32	0.12	0.15	0.33	0.55	0.5	0.57	0.42	0.23

6LZW_A	0.37	0.51	0.33	0.12	0.16	0.35	0.55	0.51	0.55	0.39	0.24

6LZZ_A	0.59	0.08	0.06	0.0	0.01	0.17	0.72	0.08	0.45	0.02	0.64

6LZZ_B	0.59	0.08	0.06	0.0	0.01	0.17	0.72	0.08	0.45	0.02	0.64

6M17_B	0.68	0.32	0.53	0.33	0.23	0.23	0.44	0.26	0.47	0.34	0.58

6M2Y_A	0.39	0.61	0.23	0.0	0.0	0.14	0.72	0.18	0.52	0.0	0.3

6M2Z_A	0.39	0.62	0.28	0.0	0.0	0.14	0.74	0.22	0.68	0.0	0.23

6M30_A	0.4	0.0	0.57	0.0	0.9	0.24	0.0	1.0	0.11	0.02	0.46

6M6D_A	0.41	0.17	1.0	0.34	0.99	0.61	0.07	0.3	0.25	0.82	0.37

6M6R_A	0.28	0.18	0.3	0.11	0.52	0.3	0.21	0.24	0.08	0.42	0.38

6M6S_B	0.28	0.18	0.31	0.11	0.52	0.31	0.22	0.24	0.08	0.42	0.38

6M6X_A	0.41	0.02	0.0	0.0	0.0	0.27	0.79	0.24	0.13	0.0	0.22

6MCD_A	0.73	0.05	0.25	0.2	0.0	0.26	0.06	0.1	0.25	0.33	0.51

6MFS_A	0.29	0.5	0.45	0.47	0.13	0.45	0.4	0.36	0.37	0.33	0.27

6MIF_A	0.97	0.29	0.55	0.25	0.74	0.12	0.46	0.1	0.41	0.57	0.7

6ML2_A	1.0	0.0	0.01	0.04	0.0	0.16	0.22	0.0	0.52	0.03	1.0

6ML4_A	1.0	0.0	0.0	0.02	0.0	0.15	0.17	0.0	0.53	0.02	1.0

6MSA_A	0.99	0.45	0.0	0.0	0.0	0.0	0.87	0.0	0.39	0.96	0.85

6MSB_C	0.7	0.32	0.33	0.99	0.55	0.53	0.11	0.17	0.37	0.33	0.54

6MV3_A	0.38	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0

6MV6_A	0.21	0.03	0.14	0.01	0.0	0.14	0.1	0.03	0.66	0.36	0.21

6N0T_A	0.4	0.44	0.36	0.12	0.03	0.3	0.32	0.59	0.56	0.49	0.39

6N13_B	1.0	0.0	0.0	0.01	0.0	0.23	0.0	0.0	0.59	0.0	1.0

6N2M_A	0.75	0.23	0.27	0.36	0.1	0.31	0.28	0.06	0.46	0.4	0.53

6N2W_A	0.44	0.47	0.15	0.08	0.81	0.37	0.53	0.44	0.64	0.96	0.42

6N2W_B	0.44	0.43	0.13	0.06	0.8	0.41	0.52	0.41	0.65	0.92	0.41

6N2Y_B	0.41	0.29	0.09	0.0	0.09	0.18	0.71	0.57	0.28	0.0	0.4

6N6B_A	0.4	0.76	0.34	0.35	0.22	0.1	0.37	0.1	0.43	0.01	0.34

6N7Y_F	0.41	0.02	0.06	0.0	0.45	0.25	0.72	0.11	0.24	0.01	0.3

6N82_F	0.41	0.02	0.06	0.0	0.45	0.25	0.72	0.1	0.24	0.01	0.3

6NBJ_A	0.37	0.22	0.38	0.44	0.1	0.42	0.47	0.22	0.47	0.42	0.43

6NBM_B	0.41	0.35	0.07	0.0	0.0	0.25	0.7	0.16	0.35	0.01	0.53

6NCF_A	0.46	0.52	0.17	0.15	0.82	0.54	0.56	0.46	0.6	0.98	0.42

6NCF_B	0.46	0.52	0.18	0.14	0.82	0.54	0.57	0.45	0.59	0.98	0.42

6NJU_B	0.37	0.19	0.33	0.21	0.19	0.39	0.44	0.1	0.21	0.45	0.44

6NKE_A	0.31	0.5	0.39	0.45	0.3	0.31	0.53	0.32	0.44	0.25	0.32

6NLH_F	0.28	0.16	0.37	0.12	0.01	0.52	0.52	0.44	0.53	0.49	0.16

6NTC_A	0.41	0.56	0.0	0.0	0.0	0.0	0.99	0.0	0.01	0.0	0.01

6NUC_A	0.52	0.36	0.52	0.0	0.64	0.13	0.45	0.96	0.22	0.02	0.46

6NUC_B	0.39	0.98	0.01	0.01	0.0	0.0	0.01	0.0	0.33	0.0	0.0

6NUU_A	0.58	0.3	0.48	0.0	0.64	0.15	0.43	0.96	0.23	0.03	0.49

6NVW_B	0.4	0.6	0.29	0.13	0.28	0.62	0.18	0.23	0.5	0.61	0.39

6NVX_B	0.36	0.47	0.4	0.13	0.45	0.56	0.24	0.43	0.47	0.55	0.28

6NVY_A	0.25	0.0	0.84	0.04	0.5	0.34	0.0	0.53	0.17	0.44	0.14

6NVY_B	0.51	0.38	0.34	0.53	0.08	0.51	0.17	0.21	0.49	0.39	0.49

6NZL_A	0.67	0.06	0.25	0.07	0.0	0.21	0.1	0.12	0.03	0.31	0.5

6O1T_B	0.22	0.47	0.36	0.0	0.0	0.97	0.13	0.1	0.45	0.05	0.08

6O7G_B	1.0	0.01	0.2	0.24	0.0	0.3	0.04	0.03	0.42	0.21	0.83

6O9S_A	0.36	0.03	0.29	0.14	0.48	0.4	0.11	0.18	0.47	0.42	0.43

6OAH_F	0.41	0.02	0.07	0.0	0.47	0.26	0.72	0.14	0.23	0.01	0.3

6OBD_A	0.66	0.31	0.17	0.38	0.02	0.38	0.43	0.02	0.5	0.51	0.59

6OC1_A	0.49	0.27	0.32	0.25	0.04	0.39	0.31	0.47	0.47	0.35	0.46

6OIO_A	0.48	0.1	0.25	0.33	0.1	0.26	0.39	0.07	0.46	0.5	0.48

6OR3_A	0.33	0.32	0.43	0.22	0.31	0.54	0.5	0.31	0.41	0.47	0.39

6ORI_A	0.4	0.61	0.7	0.05	0.79	0.27	0.42	0.53	0.49	0.98	0.32

6OU1_A	0.36	0.45	0.34	0.21	0.0	0.37	0.42	0.22	0.54	0.42	0.34

6OU1_B	0.36	0.45	0.34	0.21	0.0	0.37	0.42	0.22	0.54	0.42	0.34

6OUV_A	0.4	0.83	0.43	0.86	0.0	0.16	0.59	0.24	0.79	0.01	0.09

6OUV_B	0.4	0.82	0.43	0.86	0.0	0.16	0.59	0.25	0.79	0.01	0.09

6OUW_A	0.4	0.83	0.41	0.87	0.0	0.16	0.58	0.24	0.78	0.01	0.1

6OVF_B	0.15	0.12	0.17	0.01	0.04	0.19	0.39	0.03	0.06	0.38	0.06

6OWN_A	0.21	0.29	0.21	0.24	0.04	0.17	0.29	0.08	0.16	0.39	0.22

6OWN_B	0.21	0.29	0.21	0.23	0.03	0.16	0.28	0.07	0.19	0.39	0.2

6OWN_C	0.21	0.29	0.2	0.24	0.03	0.16	0.28	0.07	0.17	0.38	0.21

6OXH_B	0.4	0.33	0.34	0.11	0.67	0.37	0.3	0.62	0.48	0.65	0.35

6OXJ_B	0.4	0.33	0.35	0.11	0.67	0.37	0.29	0.62	0.46	0.65	0.35

6P52_B	0.25	0.32	0.3	0.25	0.01	0.36	0.33	0.1	0.46	0.43	0.29

6P55_B	0.24	0.32	0.31	0.24	0.01	0.35	0.34	0.11	0.46	0.43	0.25

6P56_A	0.24	0.32	0.3	0.24	0.01	0.35	0.3	0.09	0.46	0.45	0.26

6P8K_A	0.45	0.05	0.36	0.0	1.0	0.79	0.17	0.99	0.06	1.0	0.33

6P94_A	0.4	0.11	0.32	0.01	0.28	0.27	0.59	0.78	0.55	0.32	0.3

6PAU_A	0.4	0.5	0.1	0.0	0.0	0.15	0.63	0.28	0.36	0.02	0.26

6PC1_B	0.57	0.17	0.3	0.32	0.45	0.34	0.32	0.13	0.46	0.44	0.47

6PC1_D	0.57	0.17	0.3	0.32	0.45	0.34	0.32	0.13	0.45	0.44	0.47

6PC3_A	0.57	0.18	0.3	0.32	0.45	0.34	0.32	0.13	0.46	0.44	0.47

6PII_A	0.25	0.26	0.36	0.26	0.0	0.46	0.34	0.11	0.48	0.49	0.21

6PIV_A	0.99	0.01	0.0	0.03	0.01	0.01	0.64	0.0	0.41	0.12	1.0

6PMG_X	0.56	0.05	0.21	0.01	0.0	0.17	0.08	0.08	0.02	0.27	0.52

6PTS_D	1.0	0.18	0.1	0.2	0.0	0.3	0.11	0.0	0.47	0.17	0.92

6PV0_A	1.0	0.0	0.07	0.15	0.0	0.34	0.0	0.0	0.44	0.09	0.98

6PV1_A	1.0	0.0	0.08	0.16	0.0	0.34	0.0	0.0	0.44	0.1	0.97

6PV2_A	1.0	0.0	0.09	0.16	0.0	0.34	0.0	0.0	0.44	0.11	0.97

6PV3_A	1.0	0.01	0.22	0.24	0.0	0.31	0.01	0.04	0.41	0.22	0.79

6PYO_B	0.2	0.32	0.32	0.04	0.0	0.3	0.54	0.49	0.24	0.37	0.19

6PYP_A	0.53	0.44	0.27	0.26	0.25	0.6	0.18	0.22	0.51	0.34	0.45

6QK5_A	0.82	0.36	0.19	0.92	0.32	0.48	0.23	0.05	0.46	0.33	0.69

6QLG_C	0.18	0.43	0.25	0.09	0.0	0.19	0.48	0.16	0.33	0.36	0.14

6QNE_A	0.42	0.01	0.09	0.0	0.84	0.27	0.4	0.23	0.62	0.57	0.37

6QNG_A	1.0	0.0	0.0	0.03	0.0	0.47	0.0	0.0	0.55	0.0	1.0

6QO0_A	0.42	0.02	0.16	0.0	0.78	0.33	0.37	0.31	0.62	0.49	0.41

6QSX_BBB	0.41	0.24	0.27	0.32	0.02	0.41	0.34	0.11	0.5	0.48	0.46

6QUH_B	0.39	0.2	0.32	0.03	0.0	0.24	0.34	0.22	0.55	0.42	0.19

6QVA_A	0.26	0.23	0.38	0.07	0.05	0.46	0.45	0.51	0.34	0.46	0.26

6QW6_5C	0.6	0.45	0.4	0.09	0.07	0.31	0.58	0.46	0.43	0.33	0.53

6QW6_U	0.6	0.27	0.38	0.41	0.46	0.36	0.29	0.17	0.4	0.47	0.47

6QXZ_A	0.99	0.04	0.15	0.23	0.0	0.3	0.2	0.02	0.45	0.21	0.87

6QZP_LB	0.33	0.17	0.34	0.18	0.53	0.35	0.37	0.29	0.22	0.48	0.42

6QZP_LP	0.22	0.1	0.15	0.03	0.03	0.12	0.14	0.08	0.04	0.32	0.36

6QZP_LE	0.26	0.03	0.32	0.03	0.0	0.39	0.55	0.1	0.08	0.36	0.3

6QZP_LF	0.19	0.14	0.26	0.01	0.74	0.24	0.16	0.23	0.04	0.36	0.08

6QZP_LG	0.28	0.05	0.28	0.04	0.37	0.17	0.18	0.1	0.18	0.64	0.3

6QZP_LJ	0.71	0.22	0.33	0.4	0.33	0.35	0.03	0.18	0.46	0.44	0.51

6QZP_LM	0.64	0.06	0.33	0.18	0.02	0.28	0.54	0.06	0.17	0.43	0.48

6QZP_LP	0.7	0.05	0.25	0.09	0.0	0.57	0.14	0.06	0.22	0.31	0.47

6QZP_SD	0.6	0.04	0.21	0.03	0.0	0.16	0.09	0.06	0.03	0.31	0.5

6R3V_A	0.23	0.03	0.28	0.52	0.01	0.32	0.19	0.24	0.25	0.4	0.2

6R5Q_P	0.22	0.1	0.15	0.03	0.03	0.12	0.14	0.08	0.04	0.32	0.36

6R5Q_Y	0.4	0.14	0.28	0.0	0.0	0.13	0.14	0.09	0.56	0.25	0.17

6RAV_BBB	0.41	0.25	0.27	0.32	0.02	0.41	0.34	0.11	0.5	0.48	0.46

6RBC_A	0.98	0.93	0.65	0.23	0.02	0.88	0.26	0.0	0.54	0.7	0.96

6RBI_A	0.83	0.01	0.7	0.0	0.06	0.06	0.05	1.0	0.49	0.0	0.65

6RBJ_A	0.39	0.5	0.48	0.23	0.59	0.32	0.26	0.49	0.39	0.51	0.35

6RBJ_B	0.39	0.51	0.49	0.22	0.6	0.32	0.26	0.5	0.37	0.49	0.36

6RD4_M	0.35	0.04	0.52	0.06	0.55	0.46	0.25	0.33	0.5	0.56	0.21

6RD4_X	0.4	0.48	0.02	0.0	0.0	0.1	0.73	0.13	0.28	0.0	0.41

6RDE_U	0.4	0.49	0.2	0.01	0.14	0.42	0.66	0.45	0.45	0.02	0.39

6RMN_B	0.33	0.04	0.28	0.02	0.41	0.3	0.57	0.13	0.36	0.22	0.29

6RMR_A	0.4	0.25	0.27	0.23	0.35	0.6	0.5	0.3	0.47	0.5	0.44

6RVM_C	0.4	0.66	0.48	0.08	0.07	0.67	0.52	0.38	0.49	0.15	0.27

6RW4_B	0.27	0.55	0.4	0.14	0.01	0.34	0.38	0.34	0.45	0.37	0.23

6RW4_O	0.74	0.09	0.38	0.35	0.43	0.29	0.19	0.11	0.46	0.38	0.58

6RWG_A	1.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.65	0.0	1.0

6RXE_B	0.26	0.31	0.4	0.19	0.01	0.47	0.33	0.16	0.48	0.45	0.3

6S0J_A	0.39	0.03	0.35	0.65	0.05	0.73	0.55	0.67	0.37	0.39	0.44

6S0M_A	0.24	0.35	0.28	0.14	0.36	0.25	0.56	0.29	0.32	0.22	0.24

6S1X_A	0.96	0.92	0.64	0.24	0.03	0.88	0.32	0.0	0.52	0.58	0.95

6S4B_A	0.28	0.12	0.37	0.35	0.42	0.37	0.39	0.28	0.52	0.5	0.14

6S9M_E	0.39	0.92	0.06	0.0	0.01	0.0	0.75	0.01	0.28	0.0	0.0

6S9N_E	0.39	0.92	0.06	0.0	0.01	0.0	0.75	0.01	0.28	0.0	0.0

6SCP_A	0.23	0.2	0.33	0.18	0.01	0.42	0.52	0.13	0.05	0.36	0.17

6SGC_M1	0.34	0.12	0.23	0.1	0.2	0.25	0.21	0.08	0.05	0.38	0.43

6SH1_AAA	0.67	0.33	0.37	0.36	0.44	0.41	0.27	0.17	0.46	0.47	0.5

6SHT_A	0.41	0.45	0.13	0.99	0.94	0.93	0.77	0.96	0.06	0.76	0.54

6SHX_B	0.32	0.04	0.28	0.02	0.4	0.3	0.57	0.13	0.36	0.22	0.29

6SJW_A	0.4	0.68	0.44	0.32	0.0	0.4	0.43	0.2	0.44	0.06	0.19

6SJX_A	0.4	0.68	0.44	0.31	0.0	0.43	0.46	0.25	0.44	0.05	0.19

6SKF_AG	0.3	0.04	0.36	0.17	0.06	0.42	0.47	0.32	0.46	0.45	0.4

6SKF_AR	0.39	0.06	0.17	0.01	0.0	0.1	0.12	0.04	0.03	0.27	0.57

6SKF_AS	0.27	0.11	0.27	0.11	0.02	0.31	0.52	0.13	0.11	0.36	0.38

6SKF_AX	0.85	0.18	0.42	0.21	0.61	0.23	0.21	0.32	0.29	0.46	0.48

6SKF_AZ	1.0	0.01	0.23	0.26	0.0	0.31	0.04	0.04	0.43	0.23	0.8

6SKF_BY	0.29	0.07	0.23	0.14	0.03	0.3	0.51	0.11	0.04	0.37	0.38

6SKF_BG	0.9	0.03	0.2	0.28	0.32	0.25	0.44	0.05	0.46	0.42	0.65

6SKF_BH	0.93	0.02	0.19	0.0	0.0	0.13	0.0	0.02	0.01	0.28	0.55

6SKF_BJ	0.78	0.04	0.2	0.01	0.0	0.16	0.03	0.04	0.01	0.27	0.54

6SKF_BL	0.94	0.03	0.27	0.3	0.45	0.28	0.09	0.07	0.47	0.44	0.67

6SKG_BE	0.15	0.09	0.11	0.0	0.06	0.07	0.35	0.04	0.06	0.24	0.33

6SKG_BO	0.75	0.06	0.28	0.25	0.0	0.25	0.01	0.11	0.31	0.33	0.53

6SL6_A	1.0	0.0	0.0	0.03	0.0	0.18	0.02	0.0	0.57	0.01	1.0

6SLF_A	0.4	0.65	0.45	0.11	0.15	0.39	0.46	0.65	0.43	0.06	0.34

6SLF_C	0.4	0.65	0.45	0.11	0.15	0.39	0.47	0.65	0.43	0.06	0.34

6SLH_BBB	0.4	0.27	0.33	0.03	0.59	0.28	0.3	0.75	0.56	0.56	0.33

6SLH_CCC	0.4	0.26	0.34	0.02	0.6	0.28	0.3	0.76	0.57	0.55	0.33

6SLM_A	0.87	0.57	0.0	0.0	0.0	0.99	0.77	0.0	0.67	0.52	0.8

6SLO_A	0.6	0.12	0.28	0.92	0.53	0.33	0.2	0.2	0.45	0.46	0.5

6SLS_A	0.32	0.45	0.36	0.34	0.07	0.57	0.3	0.25	0.46	0.56	0.36

6SLS_B	0.32	0.45	0.36	0.34	0.07	0.57	0.3	0.25	0.46	0.56	0.36

6SLT_A	0.32	0.45	0.36	0.34	0.07	0.57	0.3	0.25	0.46	0.56	0.36

6SLT_B	0.32	0.45	0.36	0.34	0.07	0.57	0.3	0.25	0.46	0.56	0.36

6SMK_A	0.35	0.42	0.32	0.15	0.04	0.33	0.19	0.07	0.12	0.43	0.43

6SMS_A	0.39	0.54	0.32	0.22	0.01	0.45	0.49	0.33	0.57	0.43	0.34

6SS2_AAA	0.42	0.0	0.88	0.0	0.0	0.0	0.0	1.0	0.25	0.0	0.29

6ST5_A	0.62	0.51	0.89	0.52	0.63	0.8	0.43	0.32	0.34	0.46	0.49

6SU2_A	0.41	0.0	0.0	0.0	0.0	1.0	0.79	1.0	0.57	0.0	0.0

6SU2_B	0.41	0.0	0.0	0.0	0.0	1.0	0.78	1.0	0.57	0.0	0.0

6SUK_A	0.73	0.34	0.38	0.37	0.43	0.39	0.29	0.13	0.47	0.51	0.52

6SYO_LLL	0.41	0.11	0.18	0.0	0.84	0.5	0.72	0.05	0.63	1.0	0.23

6T0B_A	0.41	0.26	0.53	1.0	0.75	0.86	0.29	0.49	0.27	0.3	0.43

6T0B_Q	0.9	0.04	0.12	0.23	0.01	0.22	0.51	0.08	0.43	0.39	0.63

6T2A_A	0.55	0.1	0.3	0.35	0.09	0.34	0.45	0.37	0.35	0.46	0.47

6T2N_AAA	0.22	0.56	0.44	0.19	0.0	0.32	0.15	0.17	0.45	0.36	0.19

6T2O_BBB	0.32	0.39	0.33	0.15	0.08	0.35	0.18	0.11	0.14	0.39	0.43

6T2P_BBB	0.32	0.23	0.29	0.12	0.03	0.43	0.16	0.09	0.12	0.38	0.43

6T4Q_SF	0.72	0.17	0.33	0.33	0.31	0.31	0.25	0.18	0.32	0.42	0.49

6T5M_D	0.37	0.19	0.3	0.06	0.16	0.31	0.58	0.49	0.39	0.19	0.25

6T7N_AAAA	0.4	0.33	0.2	0.01	0.0	0.26	0.66	0.11	0.48	0.04	0.33

6T8V_BBB	0.41	0.21	0.29	0.36	0.34	0.4	0.33	0.16	0.5	0.49	0.46

6T8W_BBB	0.41	0.24	0.27	0.32	0.02	0.41	0.34	0.11	0.5	0.48	0.46

6TBV_L151	0.36	0.12	0.36	0.01	0.0	0.57	0.58	0.61	0.41	0.29	0.18

6TCY_AAA	1.0	0.04	0.0	0.0	0.0	1.0	0.0	0.0	0.97	0.0	1.0

6TE3_A	0.4	0.45	0.31	0.33	0.67	0.38	0.47	0.59	0.43	0.78	0.43

6TEC_A	0.4	0.45	0.31	0.33	0.67	0.38	0.47	0.59	0.43	0.77	0.43

6TEU_A	0.4	0.49	0.32	0.34	0.67	0.36	0.47	0.61	0.47	0.81	0.43

6TEX_A	0.4	0.45	0.3	0.33	0.67	0.39	0.47	0.59	0.43	0.77	0.43

6TEZ_A	0.4	0.45	0.31	0.33	0.67	0.38	0.47	0.59	0.43	0.77	0.43

6TG4_AAA	1.0	0.0	0.0	0.02	0.0	0.18	0.2	0.0	0.52	0.01	1.0

6THK_A	0.4	0.3	0.31	0.03	0.3	0.35	0.47	0.76	0.47	0.17	0.42

6TIB_AAA	0.41	0.27	0.59	0.03	0.59	1.0	0.06	0.99	0.45	0.01	0.2

6TIH_AAA	0.41	0.27	0.59	0.04	0.59	1.0	0.08	0.99	0.45	0.01	0.2

6TIN_AAA	0.41	0.27	0.59	0.04	0.59	1.0	0.08	0.99	0.45	0.01	0.2

6TJL_A	0.32	0.33	0.28	0.39	0.08	0.27	0.47	0.08	0.21	0.4	0.44

6TKM_AAA	1.0	0.0	0.0	0.02	0.0	0.18	0.2	0.0	0.52	0.01	1.0

6TKN_AAA	1.0	0.0	0.0	0.02	0.0	0.18	0.2	0.0	0.52	0.01	1.0

6TKN_BBB	1.0	0.0	0.0	0.02	0.0	0.18	0.2	0.0	0.52	0.01	1.0

6TKP_BBB	1.0	0.0	0.0	0.02	0.0	0.18	0.2	0.0	0.52	0.01	1.0

6TKQ_AAA	1.0	0.0	0.0	0.02	0.0	0.17	0.2	0.0	0.52	0.01	1.0

6TKQ_BBB	1.0	0.0	0.0	0.02	0.0	0.18	0.2	0.0	0.52	0.01	1.0

6TKS_AAA	1.0	0.0	0.0	0.02	0.0	0.18	0.2	0.0	0.52	0.01	1.0
